,username,user_id,description,url_count,protected,followers_count,friends_count,user_created_at,user_favourites_count,utc_offset,geo_enabled,veified,user_statuses_count,contributors_enabled,translation_enabled,user_follows_me,user_is_friend
0,castolosan,251924369,Developer and PhD student. Deep Neural Alchemist Necromancer,NA,False,704,4229,2011,1116,NA,False,False,2857,False,False,1,1
1,mostafa_albana_,229952696,#machinelearning #bigdata #datascience #java #c #c++ #python #artificialintelligence #javascript #node.js #angularjs #jquery #Freelancer #Software #Engineer,1,False,561,2266,2010,258,NA,False,False,260,False,False,0,1
2,Smrdas85,926455288089026561,"Graphics Designing Engineering at Sun Flower Gallery.
Graphic Web Desiginer & Animation(░░▒▒█►JÄI JÄGÄNNÄTH◄█▒▒░░ Photo Graphy)😍🤠😎💙💚💛💓🔔🇵🇾💜",1,False,237,1725,2017,8169,NA,True,False,3486,False,False,0,1
3,denisniskim,2901993755,Son of God🙇‍♂️Strategist✍️Environmentalist🌴Techmaster💻Project manager,1,False,63,1155,2014,312,NA,False,False,117,False,False,0,1
4,BHARGAVAANIL,135140166,"AN ALUMNI OF PANJAB UNIVERSITY AND A LAW GRADUATE LIVING IN DELHI.Ex CEO .,WRITER ,CRITICS,COLUMNIST AND POLITICAL SCIENTISTS &ANAlYST",NA,False,1024,3465,2010,1921,NA,True,False,4722,False,False,0,1
5,GlobalTmco,1045911173886070784,🌍🌏🌎 Human Capital AI / Intelligence Technologies / Technology Transformation info@tmcoglobal.com,1,False,193,439,2018,14002,NA,False,False,21630,False,False,0,1
6,trram,16111910,"Entrepreneur | Marketer | B2B | SaaS | NLP | ML | Semantic Web

https://t.co/tjAl7Zm5ZU
https://t.co/aqFrEThGsC

https://t.co/jZroe1eEU8",1,False,829,3882,2008,2284,NA,True,False,7799,False,False,0,1
7,CromarBlake,3527743094,Data Scientist at @HCMI. Combines #DataScience with #HRAnalytics and #PeopleAnalytics,1,False,86,341,2015,663,NA,False,False,243,False,False,0,1
8,nesensa,759826807,@Odoo Consultant @HermisBE | @Salesforce Admin https://t.co/UCSJZN6iEQ - Your 360* #Salesforce Blog Guide #SalesforceBlogs,1,False,27045,21422,2012,16298,NA,False,False,22750,False,False,0,1
9,WeaverMJordan,1047553131377119232,"Full Time Degen, TA/Charting, FA is a meme, Blockchain / Web Developer -

Nothing on this Twitter is financial advice",NA,False,193,1067,2018,431,NA,False,False,518,False,False,1,1
10,sjayc,37255687,"#ComputerScience teacher and ICT Co Ordinator at @colaistebride. CESI Executive member, #Gaeilge, Tech in Ed, #DigitalCitizenship, #WomeninSTEM  #girlsintech",NA,False,2766,3845,2009,17342,NA,False,False,8383,False,False,0,1
11,katypearce,93782410,Associate Prof of Communication @uwcomm. I study tech & inequality in Armenia & Azerbaijan. Tweeting research & pop culture & parenting.,1,False,7251,2126,2009,20653,NA,False,False,96296,False,False,0,1
12,tolgayanik,1578242058,tech correspondent @anadoluajansi • BA @istanbuledutr • MA @kingscollegelon,1,False,110,919,2013,207,NA,True,False,82,False,False,0,1
13,magpische,293634676,"Associate prof in media studies and education. Interested in systemic thinking, didactics and epistemology. Critical takes on technologies.",NA,False,125,360,2011,351,NA,False,False,286,False,False,0,1
14,mariaimpedovo,196669711,Associate Professor @univamu Research on: #learning #identity #creativity #literacy #technology. Teaching: Psychology & Education.,1,False,426,1295,2010,245,NA,True,False,451,False,False,1,1
15,datacontrovers1,1050029231823118338,"By @jamesks to support courses on data, internet and society at Edinburgh University in @stis_UoE. Mirror of long running FB group. Focus on mainstream news.",1,False,199,424,2018,182,NA,False,False,1383,False,False,0,1
16,OizaQueensday,890472864033492993,24 anni | italiana di origini nigeriane | laureata in Lingue; ora studio per laurea magistrale in International Politics @unimc | scrivo su @thevisioncom👇🏾,1,False,15532,773,2017,11487,NA,True,False,15682,False,False,0,1
17,jussararowland,3313856227,"Sociologist | Too many interests: CSR, childhood and youth studies, digital tools @icsunivlisboa. Only dull people are brilliant at breakfast",NA,False,370,1521,2015,3741,NA,False,False,791,False,False,0,1
18,jotondeur,82704291,Prof at VUB/UGent I Educational researcher I Learning by design I ICT Innovations I Professional development I How matter matters I School of the future,1,False,2062,2031,2009,4314,NA,True,False,3460,False,False,0,1
19,AenomalyNetwork,1049193820313870336,"A new internet for learning, Library of knowledge, curated by educators. Decentralised search network for schools. https://t.co/zEcRi9wEAf",1,False,188,772,2018,473,NA,False,False,536,False,False,0,1
20,annliffey,389562551,"migrant, cyclist, boxeur, bailarina de tango. believes in bikes and mountains. politics of code & data @ University of Amsterdam. playing w/ @data_ctive",1,False,3238,3636,2011,1317,NA,True,False,5328,False,False,0,1
21,RosariaTaddeo,2189138839,"Research Fellow, Deputy Director, Digital Ethics Lab |  Oxford Internet Institute. Editor-in-chief of Minds & Machines.",1,False,3293,1366,2013,1096,NA,False,False,626,False,False,0,1
22,miguelvicente,8084082,"Associate Professor @uva_es  International Trampoline Judge @gymnastics
Audience Research @iamcrtweets 
Board Member @ecrea_eu",1,False,748,1367,2007,1420,NA,True,False,1407,False,False,0,1
23,FabioSenne,55036539,Cientista político. Coordenador de Projetos de Pesquisa TIC no https://t.co/CptYpw4E3r / https://t.co/0TPD8dvlYA / Political scientist. ICT Survey Project Coordinator at https://t.co/CptYpw4E3r / https://t.co/0TPD8dvlYA.,NA,False,262,976,2009,23,NA,False,False,324,False,False,0,1
24,elynanevski,826837698,"Educational technology lecturer at Tallinn University, researching young children touchscreen use and parental mediation",NA,False,19,129,2012,14,NA,False,False,1,False,False,0,1
25,svavap,109323924,"Teacher, researcher, technology enthusiast, with bit of food and fun in between. #menntaspjall",1,False,692,939,2010,534,NA,True,False,1009,False,False,0,1
26,chiplaypro,474644624,"PLAY is work. Bridging childhood dev to tech research and policy for educators, parents and children. Globe trotter and sailor",1,False,828,1234,2012,904,NA,False,False,2069,False,False,0,1
27,KriKumpulainen,19814080,Professor - Intohimona oppiminen ja hyvinvointi - Passionate about learning and wellbeing @HelsinkiPLC @LECIGroup,1,False,1013,335,2009,1205,NA,True,False,282,False,False,0,1
28,nfjnic,552438500,"Researcher of digital technologies within society & ed; Associate Professor, Associate Dean (Research), School of Education, Edith Cowan University",NA,False,321,339,2012,607,NA,True,False,791,False,False,0,1
29,DevynShay,240772781,Doctoral researcher in the Children and Technology Lab (ChaTLab) at the University of Sussex. https://t.co/24YpvxSN7f,1,False,171,723,2011,970,NA,True,False,991,False,False,0,1
30,marcnicklas,4060841668,"Play researcher and cognitive scientist, postdoc at the PlayTrack Project, Interacting Minds Centre, Aarhus University, Denmark.",1,False,524,716,2015,803,NA,False,False,792,False,False,0,1
31,eddankatz,14102236,Artificial Intelligence at the Center for the 4th Industrial Revolution - World Economic Forum. Formerly @eff; @yaleisp; @sudoroom.,1,False,2289,2995,2008,2394,NA,True,False,4513,False,False,0,1
32,chilliconnect,1818545642,"Postdoc in virtual & hybrid learning environments in higher education @aboakademi. Indie at heart with a slight addiction to fantasy, games and funny tweets.",1,False,975,2209,2013,24607,NA,True,False,9818,False,False,1,1
33,natterhub,847129465851428865,"Media Literacy Education for Primary Schools. Natterhub teaches children the genre of social media and how to be good digital citizens. #OnlineSafety, #EdTech",1,False,121,785,2017,127,NA,False,False,183,False,False,0,1
34,drjenrowsell,297589713,Professor & Canada Research Chair in #Multiliteracies @BrockUniversity. Passionate about #ReimaginingLiteracy & #LearningFutures.,1,False,2243,3385,2011,2531,NA,False,False,590,False,False,0,1
35,robcmendez,363946234,"Literacy researcher. Environmental and science educator, cyclist and pedestrian. Full time phD student. I love plants, maps and scientific illustration.",NA,False,189,1144,2011,2579,NA,False,False,385,False,False,0,1
36,kyliecreative,178633755,"Interested in research about creativity, practice-led research methodology and documentation, families and technology, and welfare dependency.",1,False,181,765,2010,201,NA,False,False,364,False,False,0,1
37,couldrynick,47647819,"teach media, comms, social theory at LSE. Main interests: media and data power,  capitalism and colonialism, freedom and autonomy, data justice",1,False,7702,589,2009,1525,NA,False,False,1964,False,False,0,1
38,xiufengjia,2742368075,"PhD researcher @SocStudiesShef; formerly @MediaLSE. Interests: digital self-tracking; big data; social data mining. Love cats, hiking, climbing etc.",NA,False,126,1028,2014,146,NA,True,False,110,False,False,0,1
39,cybercoffs,16200361,"journalism, information, new media, data journalism, infographics, visualization, digital storytelling, UX, AI, assistant professor, Chulalongkorn University",1,False,1709,3227,2008,495,NA,True,False,5999,False,False,0,1
40,Pirita2011,243221709,"Phd., MSc. Product manager at Prizztech and I am also researcher. I am leading on Gamecoast network, which is part of Robocoast (DIH Digital Innovation Hub).",1,False,240,840,2011,988,NA,True,False,910,False,False,1,1
41,PsycoachTP,983781012567220224,"I am a NYC-based psychologist, speaker and parenting coach focused on parenting in the age of technology and emotional literacy.",1,False,367,956,2018,2490,NA,True,False,840,False,False,1,1
42,stoerland,3096907833,"Post-doc in media & communication science @ZeMKI_Bremen 
Privat here.",NA,False,352,626,2015,1621,NA,True,False,1173,False,False,0,1
43,simona_silva,1131291752,"NPD. Editorial lifestyle. Content creation. Licensing. Apps monetization. EN, IT, PT-BR. Pics are mine unless stated. IG: simosilva75",1,False,659,1965,2013,1906,NA,True,False,1065,False,False,0,1
44,k_ramali,975079716259581952,Social Media Research and #data Analyst 🇱🇾|MA #Media & #development @SOAS| @ImperialCollege Geophysics Alumna| RT ‼️Endorsements| opinions my own|,NA,False,1332,5000,2018,12191,NA,True,False,7455,False,False,0,1
45,TechSherpaOrg,1123575096772366341,Curating discussion on #parenting well in the age of #technology,1,False,23,230,2019,56,NA,False,False,39,False,False,0,1
46,Netakv,307150900,"Assistant professor of Communication, Hebrew University of Jerusalem. Studying politics, digital media, youth, and popular culture.",1,False,582,802,2011,595,NA,True,False,1100,False,False,0,1
47,abigailmcalpine,914878522145083392,Cyber Security Researcher (PhD) for the Secure Societies Institute (SSI) and The School of Computing and Engineering at University of Huddersfield.,1,False,945,2286,2017,4824,NA,True,False,1009,False,False,0,1
48,YeowellMark,1099073829471571969,"Experienced School Leader and EdD student at UNSW with a research interest in the impact of smartphone technology on tweens, their development and learning.",NA,False,37,107,2019,120,NA,False,False,71,False,False,0,1
49,sbib_kuleuven,1139452191209598976,The Social Sciences Library @FSW_KULEUVEN actively supports the education and research in the social sciences.,1,False,41,164,2019,9,NA,False,False,5,False,False,0,1
50,ParisBrittany,357123456,Researcher @datasociety | Fall 2019 Asst. Prof. @RutgersCommInfo | av fakes l Internet infrastructure | counter-data practices | she/her | views are mine alone,1,False,988,892,2011,4923,NA,False,False,797,False,False,0,1
51,iamconscious2,798202941576462338,"PhD fellow @AarhusUni, @DPUAarhusUni & @interact_minds focusing on understanding reflection in learning, as part of the PLAYTrack group",1,False,256,595,2016,1099,NA,False,False,223,False,False,0,1
52,study_cat,1262141629,"We create language learning apps that are built to engage, entertain and educate kids.",1,False,465,584,2013,293,NA,True,False,630,False,False,0,1
53,JGgnx,2276037157,"Research associate @UofGSPS working on digital technology and data, social media, surveillance, youth studies & research methods",1,False,526,1028,2014,53,NA,False,False,528,False,False,0,1
54,DefiniteStudios,1090837149350473729,"We are a leading game development company, providing premium quality game art & game development services to publishers and game developers since 2015.",1,False,4,11,2019,0,NA,False,False,16,False,False,0,1
55,MothLands,1497407316,"Scientist, Polyamorous-Person, Rules Voyeur, TTRPG Designer, Philosopher Charlatan, Lover of Slick Pins / He-Him-His",1,False,322,388,2013,8580,NA,True,False,2614,False,False,0,1
56,Richard82611465,1123633544243359744,"Know web dev, enjoy software dev, aspire to be in game dev",NA,False,5,36,2019,6,NA,False,False,5,False,False,0,1
57,DanAtLogikk,2816840617,Co-founder of @WeAreLogikk. Director #DataEngineering & #AdvancedAnalytics | Logikk provides exceptional #Data talent solutions globally | #DataScience 📈📊,1,False,7226,5607,2014,11940,NA,False,False,2175,False,False,0,1
58,hkdwrld2,1126908204665851905,developer,NA,False,2,4,2019,0,NA,False,False,2,False,False,0,1
59,PlushRatGames,1126965271351025664,💕Maddie💕- trans girl -she/her - game dev - Unity - Senior CS student in AZ - Looking for work! - Making a game about animals in space!,NA,False,13,45,2019,176,NA,False,False,77,False,False,0,1
60,chi_noms,1127173889711276033,Software Developer. Thinker.,NA,False,3,32,2019,2,NA,False,False,1,False,False,0,1
61,HeavyNano,1127207446567460864,"Indie game developer consists of 3 people with passion.
Melody of the Light is going to Steam soon. Follow the progress here.
#GameMaker #Indiegamedev #gamedev",1,False,60,30,2019,125,NA,False,False,51,False,False,0,1
62,kraven_logs,776217300613603328,"PROGRAMMER 
TECH ENTHUSIAST
ANIME, MUSIC AND HISTORY 📱
INSTANT FOLLOW BACK.",NA,False,112,167,2016,2616,NA,True,False,920,False,False,0,1
63,MosetiZachary,991548403669700609,Web_Developer||Programmer||Freelancer||Comp scie_UoE||Full stack_dev||C#||Laravel|React||Data Science_DataCamp||Passionate_dev():,1,False,26,146,2018,178,NA,False,False,10,False,False,1,1
64,ChosengamesS,1128015346424799232,"I make YouTube videos of me attempting to improve in areas of game developement, such as programming, game design, etc...",NA,False,3,29,2019,7,NA,False,False,6,False,False,0,1
65,razluta,900363198892847105,Technical Artist at @unity3d + Indie Game Developer and Artist + Alumni of @echtragames and LucasArts,1,False,277,3132,2017,62,NA,False,False,9040,False,False,0,1
66,NChiteshe,972192749968650241,Just a regular coder,NA,False,47,627,2018,127,NA,False,False,94,False,False,0,1
67,hansen_harvey,1625003389,"I'm a designer and developer of tabletop games.

https://t.co/8UqfXd5vuN",1,False,144,280,2013,293,NA,True,False,485,False,False,0,1
68,CrystalClearGa2,1128942818976624641,"A small game development company made up of my wife and I. The first chapter of our game ""The Code"" is available for free on Gamejolt.",NA,False,223,509,2019,778,NA,False,False,654,False,False,1,1
69,victor_alcntr_,1129156221687205888,Information System at UFV | deep learning researcher | C/C++/python,1,False,8,22,2019,7,NA,False,False,10,False,False,1,1
70,TazerD3v,1129529201936216065,Just a casual programmer,NA,False,3,32,2019,9,NA,False,False,22,False,False,0,1
71,DrakenStudios,1129634422226075648,Indie game developer.,NA,False,10,29,2019,2,NA,False,False,7,False,False,0,1
72,maxsoky,1129711294855172097,"Game Dev 🎮
Unity Programmer 💻
22 years
🎹📚
🇪🇬",NA,False,3,44,2019,12,NA,False,False,2,False,False,0,1
73,darklabgames,3527977756,"Self taught artist and video game programmer.  Sharing daily updates of my artwork, game development and inspiration 🕹",NA,False,696,848,2015,270,NA,False,False,404,False,False,0,1
74,sarge_madovsky,229043414,"CEO/Founder of @strangeent. Indie gamedev, comics and stuff.  We’re working on our debut PC game: Agent Y.
RU/EN
#gamedev #indiedev #indiegamedev",NA,False,2042,4307,2010,248,NA,False,False,42,False,True,1,1
75,wildzfrost,1707152587,"Both #GameMaker programmer and pixel artist at @heavynano (~°-°)~

Check our game progress #melodyofthelight at @heavynano",NA,False,44,127,2013,73,NA,False,False,51,False,False,1,1
76,themekhr,1055759987794882560,Sr Front-end Developer and React Js Expert,1,False,222,5001,2018,38,NA,False,False,274,False,False,0,1
77,BellringerQuinn,1110199002941845505,"#gamedev My name is Quinn and I make games. That makes me cool. I'm the sole developer of Bellringer Studios based in Ontario, Canada.  That makes me poor.",1,False,1006,1232,2019,1139,NA,False,False,561,False,False,0,1
78,GamingMasterko,1131047182998548480,Developer owner of MasterKO Gaming fun  exiting  and  wonderful people as a community Like & Share Us On Our Pages  and forum  https://t.co/u2yfDRl5Qr,NA,False,2,39,2019,3,NA,False,False,6,False,False,0,1
79,Sp0on3r1,1131446315773288448,A experimented developer,NA,False,2,13,2019,2,NA,False,False,1,False,False,0,1
80,alperenkbd06,897127950633623553,CE student/Game Developer/soccer/books📚,NA,False,13,141,2017,154,NA,False,False,79,False,False,0,1
81,nerkles,19563716,Latte socialist. Coder of 🐍 codes. Pinball initials: 🅝🅡🅚. Starfleet. Milkshake every fash. 🐱💜 he/him,NA,False,301,1698,2009,6398,NA,True,False,10873,False,False,0,1
82,AlirezaSafaei13,1121811880811683840,MOBILE DEVELOPER,NA,False,51,824,2019,72,NA,False,False,21,False,False,0,1
83,RichardRoussett,826259442429730816,Optical Apprentice | Writer | Starting to dabble in comics and video game development.,1,False,24,279,2017,330,NA,False,False,462,False,False,0,1
84,shingoirie,1132875485547880449,WebService Developer,NA,False,3,7,2019,3,NA,False,False,5,False,False,0,1
85,nordstrom_nina,1133278947393835009,"Programmer, coder, hacker, game developer",NA,False,4,9,2019,0,NA,False,False,1,False,False,0,1
86,gitu_kashyap,1035403547100164098,"* Student of Computer Scince & Engineering💻.
* AEIan,ExBBian✌️.
* Web Developer🖥️, Acting & Music is 💝.
* Wants To Be A Vedio Game Developer 📟🎮🕹️...",1,False,10,106,2018,305,NA,True,False,1,False,False,0,1
87,DEVLOVERSERVICE,1133830306480369664,DEVELOPER,NA,False,1,11,2019,0,NA,False,False,15,False,False,0,1
88,IndieDevKey,1133878055116496896,Game Dev. on a Potato. Why? Because best games Potato. Gameplay Programmer & Co-Founder @ReallyRagdoll working on a #RetroFPS #KUR,NA,False,13,61,2019,169,NA,False,False,33,False,False,0,1
89,SereckD,1125618393384652800,A noob game developer that loved videogames and want to know more,NA,False,3,41,2019,191,NA,False,False,8,False,False,0,1
90,KMIT74465460,1118797823682719745,I am an experienced Business Development Manager with a history of working in the information technology and services industry.,NA,False,51,181,2019,19,NA,False,False,17,False,False,0,1
91,GamesBySaturnO,1134199865855152137,"Software Engineer & Game developer working on a no-name Advance Wars clone. I'm mainly here to make bitchy remarks. 

Mastodon: https://t.co/g29L6BNkgr",NA,False,199,110,2019,458,NA,False,False,397,False,False,0,1
92,KayVersi12,1134277872401694721,"New Indie Game Developer
Releasing New Content, Excited for you to see all I have been working on!",NA,False,7,45,2019,29,NA,False,False,16,False,False,0,1
93,Hooy_Games,1134458965499228162,Belgian indie game developer,NA,False,18,37,2019,32,NA,False,False,17,False,False,0,1
94,ZerinLABS,1134195970395320320,Professional unity tools for pro and indie game developers!,NA,False,83,322,2019,137,NA,False,False,70,False,False,1,1
95,Jacob_McEntire_,997837587447451650,"He/him. Big nerd. Likes to build things, including games, code, and hardware. Proud member of the @FNBGames team.",NA,False,9,39,2018,19,NA,False,False,7,False,False,0,1
96,B_Bahaeddine,1058134909422833664,"- Enlightenment leads to benightedness.
- Science entails nescience.",1,False,8,76,2018,14,NA,False,False,10,False,False,0,1
97,MartinMosqueraT,1073662160667140099,Theoretical materials chemist @NorthwesternU. #compchem #machinelearning #materials,1,False,218,936,2018,876,NA,False,False,60,False,False,0,1
98,CoffeeNoirGame,1026776994032373760,"A unique combination of a detective novel and tycoon game with elegant graphics in a noir comic-book artstyle.

Developed by @Doji_Education.",1,False,53,51,2018,104,NA,False,False,51,False,False,0,1
99,thedenverdev,1135619880277819392,Just a muggle with a computer making magic,1,False,13,75,2019,2,NA,False,False,2,False,False,0,1
100,Dharmik87187073,1133991566861787136,"# web developer, # mobile ( Android, iOS) developer,",NA,False,10,120,2019,0,NA,False,False,3,False,False,0,1
101,gpshankar16,1135796217424650240,"Engineer by profession, entrepreneur by heart, humanity matters, here to make a change",NA,False,1,9,2019,9,NA,False,False,3,False,False,0,1
102,X124Alfie,1035300828813381632,"Solo Game Developer. Owner of Helheim Interactive
https://t.co/MJ2OMGq3uz
Game trailers here",1,False,25,95,2018,14,NA,False,False,44,False,False,0,1
103,b0gucki3,3081417153,Web developer,1,False,28,258,2015,205,NA,True,False,45,False,False,0,1
104,pipazaro,1134459073456463874,"Video game company indie, with only one developer",NA,False,16,145,2019,1,NA,False,False,5,False,False,1,1
105,ViceLotteries,1097198557923340289,"Seeking to end the public's loss from lotteries by letting players win more, keep more, and enjoy more -- with fun games from clever game-developer partners.",1,False,98,356,2019,716,NA,False,False,441,False,False,0,1
106,AxeDiv,1131425100002029568,"A video game developer who's head is always filled with new ideas and bad jokes. Bad comedian, terrible guitarist, can kill for Pizza.",NA,False,6,49,2019,8,NA,False,False,2,False,False,0,1
107,1MrShannon,323658363,"Fan of D&D🎲, Tabletop RPG, G&S, Twitch, and politics based on empathy of others. 🖤 Him/His.  NSFW account is @FreyjaVala.",1,False,93,1963,2011,6593,NA,False,False,365,False,False,0,1
108,DavidRonnlid,1131492756130607104,"Holistic results-oriented personal evolution. Growing mind, body and brain for learning, performing and happiness.",1,False,27,404,2019,15,NA,False,False,22,False,False,0,1
109,HDBoardgamePics,1136561093105635328,DailyHDBoardgamePics-HDBoardgamePics@gmail.com,NA,False,22,221,2019,1,NA,False,False,31,False,False,0,1
110,OsiUgheoke,1136761219312947203,"Upcoming Android & IOS Developer, Mobile Developer",NA,False,20,178,2019,2,NA,False,False,3,False,False,0,1
111,NengakDakup,820360332040282112,Tech Enthusiast with the aim of improving the tech industry in Africa🇳🇬👨‍💻... https://t.co/ZTySVVtSDw,1,False,892,976,2017,5401,NA,False,False,201,False,False,0,1
112,Brickman1444,24762738,"A meeple masquerading as a Gameplay Programmer at NetherRealm Studios. I co-run @ReClonedPod a Clone Wars Podcast. He/Him. Very bi.
All opinions are my own.",1,False,235,962,2009,36150,NA,False,False,4916,False,False,0,1
113,thecodezine,614177146,An Engineer by profession and a blogger by passion😻. Head at @thecodezine,1,False,112,708,2012,42,NA,False,False,33,False,False,0,1
114,DaviFoxGames,1139005496080384000,"Game Developer
https://t.co/7ImQ0dKyQD",NA,False,38,84,2019,61,NA,False,False,24,False,False,0,1
115,DaleStovall5,1082861482755403776,"Crypto enthusiast . Started 20 years ago building computers, hacking satellite boxes , now I'm a ERC-1155/721 Wallet Specialist and BlockChain Wizard",NA,False,685,4218,2019,824,NA,True,False,1068,False,False,1,1
116,pupi40,273185693,"Web Developer, Web Design, Mobile Developer and Game Developer on iOS platform and Android platform, creative projects. http://79.170.44.213/stableaccess.com",NA,False,83,229,2011,301,NA,True,False,140,False,False,0,1
117,partiecolored,20867783,Feminist. Sewist. Science Research Librarian...a devil-may-care attitude with a professional execution. she/her,1,False,442,806,2009,2597,NA,True,False,1421,False,False,0,1
118,DanielC02128874,1139905926381654016,"Linux Coder Development Expert🖥️
Google Developer Engineer🖥️
Network Cisco Certified🖥️🔌
Ex-Muay Thai Fighter👊🏻🇹🇭
Web Developer Expert🖥️",NA,False,6,37,2019,0,NA,False,False,2,False,False,0,1
119,IAmTheX3Ro,1140643448359411712,"Age: 30+ | Couch Co-Op enthusiast | Learning the skills to do a GAMEJAM |  Life = Life/0  |  Str = 7 |  Chr = 10 |  Int = 8  |

https://t.co/3brEyF1Aw5",NA,False,5,43,2019,12,NA,False,False,52,False,False,0,1
120,JamolyC,1141089855327412225,Indie games developer,NA,False,7,13,2019,4,NA,False,False,3,False,False,0,1
121,swapnas90793850,1085893947417939969,"I am Passionate about Digital Marketing, AI and Mobile applications and Business Development, I would like to share and gain knowledge about technology.",1,False,271,494,2019,0,NA,False,False,456,False,False,0,1
122,TheGreatKatieG,376443246,She/Her. I spent more time learning Atlantean than I should have...,NA,False,64,730,2011,9844,NA,False,False,960,False,False,0,1
123,GreekSalad007,958162420689702912,"99% of the time my brain is thinking blah, meh, why, huh, WTF, food and computers. The other 1% i’m usually asleep",NA,False,47,169,2018,239,NA,False,False,57,False,False,0,1
124,10labgames,965859694085574658,Developer of #games for #Android & #IOS #gamedev #indiedev #indiegames #games,1,False,907,3508,2018,114,NA,False,False,81,False,False,0,1
125,DevMainul,1142316820923219968,Professional Web Developer Freelancer,1,False,40,239,2019,172,NA,False,False,116,False,False,0,1
126,PixelsRotting,1142450395438034944,"Failed game developer gone rogue!
https://t.co/z13PdNNGxX
https://t.co/Ac925GVYcd",NA,False,152,484,2019,201,NA,False,False,23,False,False,0,1
127,sarahcodes1,1142496292028985350,Software Engineer. JavaScript nerd. (she/her) 🏳️‍🌈 👩🏻‍💻✌🏻,NA,False,84,225,2019,377,NA,False,False,72,False,False,0,1
128,nashkstewart,944796439435030528,"Podcaster, singer-songwriter, Software Developer Engineer In Test.",1,False,27,85,2017,250,NA,True,False,159,False,False,0,1
129,tkoriginale,1143263292330323975,Father of 2 - Software Engineer  @FoundedCo - JavaScript Ninja,NA,False,5,38,2019,7,NA,False,False,10,False,False,0,1
130,VTheonardo,1049527637478002688,"Android developer
Chinese calligraphy enthusiast",NA,False,8,44,2018,7,NA,False,False,5,False,False,0,1
131,benaph,312732177,"Jesus follower, husband, father, son, brother, and friend; Love coffee, tea, IT, programming, cycling, walking, math, movies, and good music.",NA,False,112,889,2011,128,NA,True,False,389,False,False,0,1
132,ferranrigual,252633863,Artificial intelligence manager at @SadakoTech. Under-water rugby player,1,False,78,236,2011,346,NA,True,False,163,False,False,0,1
133,dad_zom,1143911561192452099,I am an indie game developer who recently became a father to a beautiful girl! Here on Twitter to promote my games and communicate with fans(To be developed)!,NA,False,5,29,2019,2,NA,False,False,6,False,False,0,1
134,LuchadorMancoTV,1143968117833523201,"95% Manco 5% Suerte 😂 Gaming como hobbie 👈 #Twitch streamer #noob, próximamente #YouTube ☠️ A veces juego a ser  #GameDeveloper 🎮",1,False,24,113,2019,53,NA,False,False,36,False,False,0,1
135,pectec_,1144165321483231233,"App Developer
twisted social servicer
weird concept creators",NA,False,5,13,2019,0,NA,False,False,2,False,False,0,1
136,YoungDevs_,1143951317855068160,"A tech community with focus to expose, inspire, encourage, people, #women to get excited about #technology to build #innovative tech solutions.",NA,False,40,132,2019,103,NA,False,False,69,False,False,1,1
137,goldexpressol,2890682576,"Welcome to the Project ""Gold Express”, it is a cyberpunk style asymmetric game. In which you can get new escaping experiences with your teammates 😋",1,False,4294,4346,2014,191,NA,False,False,131,False,False,0,1
138,Kempston_J_S,406291498,"Programmer, indie game maker.",1,False,65,516,2011,555,NA,False,False,8,False,False,0,1
139,Markflair_Inc,1132900020716539904,A multinational business software company.,1,False,97,243,2019,2,NA,False,False,48,False,False,0,1
140,BlitzmSystems,347744009,"We're team of web and mobile developers based in Docklands, Melbourne. Are you in Melbourne? Meet @jmhobrien and @MrEwenC today!",1,False,742,4706,2011,14,NA,True,False,47,False,False,0,1
141,EscotRodrigues,2351152392,"I'm a programer, and love all related to programming and technology.",1,False,15598,17873,2014,9,NA,False,False,31090,False,False,0,1
142,alternatrend,382508590,The top trends in #Tech #Products #Gadgets #SocialMedia #Design #UI #UX #Marketing #Innovation | Curated by @ChicagoDesign,NA,False,42360,107354,2011,965,NA,True,False,3896,False,False,0,1
143,FunMoneyFacts,721425636808495104,I'm a kid who will teach you about money just by following my daily tweets. #facts #money #income #entrepreneur #finance #business #fintech #stocks #forex,1,False,480,2985,2016,3,NA,False,False,116,False,False,0,1
144,BitmetricBV,1667214625,"Expert QlikView  and Sense consultancy and training. The company behind QlikView 11 for Developers, Masters Summit for Qlik and the QlikFix blog.",1,False,1832,3216,2013,100,NA,False,False,325,False,False,0,1
145,_visible_,38458095,"Hardware and software tools to help you prototype, scale, and manage your Internet of Things products.",NA,False,14750,20828,2009,5942,NA,False,False,14,False,True,0,1
146,Eddie_Splunk,2532706674,@AditumPartners (Latin: “to access”) is professional services firm specializing in next-generation Analytics solutions based upon the Splunk platform.,1,False,9354,13738,2014,212,NA,True,False,465,False,False,0,1
147,juanPRT23,711721643157168129,"Big Data Engineer, Java Developer, Lover of life.  With God, Everything is Possible",NA,False,244,1492,2016,7575,NA,False,False,3415,False,False,0,1
148,rquintino,27330241,AI & Analytics Strategy Advisor @DevScope #MachineLearning #DataScience #DeepLearning #ArtificialIntelligence https://t.co/811BYjqEUd,1,False,2759,4963,2009,10615,NA,True,False,17332,False,False,0,1
149,randal_olson,49413866,"Lead Data Scientist, @LifeEpigenetics. #MachineLearning, #AI, and #DataViz. Community leader for @DataIsBeautiful. #OpenScience advocate.",1,False,123742,130690,2009,39180,NA,True,False,18761,False,False,0,1
150,gax700,20465999,"Trying, day by day, to make sense of Lifelong Learner meaning. SQL Server enthusiast. Father of two. Proud owner of Datamaze.it",1,False,267,831,2009,81,NA,False,False,1244,False,False,0,1
